category,log
file-action-failure,Oct 30 20:41:17 desktop-85.garcia.com kernel: [15055] audit(2722391569.500:4): avc:  denied  { append } for  pid=1406 comm="large" name="dog" dev=social ino=57 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 26 18:12:24 web-42.morris.net kernel: [87217] audit(6171757266.524:2): avc:  denied  { append } for  pid=9379 comm="buy" name="give" dev=minute ino=4630 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 29 16:02:55 lt-27.davis.com kernel: [69246] audit(6082652971.875:9): avc:  denied  { append } for  pid=257 comm="either" name="eye" dev=on ino=1646 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 17 23:49:52 lt-85.watson.info kernel: [26024] audit(2770802957.962:5): avc:  denied  { append } for  pid=8188 comm="least" name="town" dev=beyond ino=6468 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 23 07:27:12 email-59.steele.com kernel: [50071] audit(7580856284.401:3): avc:  denied  { append } for  pid=4954 comm="campaign" name="quickly" dev=administration ino=5032 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 28 15:36:41 desktop-48.turner.com kernel: [45537] audit(8882245929.471:5): avc:  denied  { append } for  pid=3303 comm="involve" name="blood" dev=message ino=3573 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 01 06:16:10 desktop-64.james.biz kernel: [69103] audit(3561017680.618:5): avc:  denied  { append } for  pid=9703 comm="international" name="deep" dev=matter ino=9961 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 30 15:07:05 email-31.luna.net kernel: [38862] audit(1874303621.242:3): avc:  denied  { append } for  pid=7567 comm="remain" name="western" dev=hour ino=4091 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 30 10:55:27 srv-38.wilson.com kernel: [86169] audit(8554059619.978:5): avc:  denied  { append } for  pid=4202 comm="property" name="language" dev=realize ino=4992 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 21 08:24:33 db-82.chen.com kernel: [98170] audit(9640664380.839:8): avc:  denied  { append } for  pid=5020 comm="address" name="hot" dev=political ino=2804 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 06 03:05:04 laptop-53.hunt.biz kernel: [92115] audit(5579876437.938:1): avc:  denied  { append } for  pid=855 comm="police" name="idea" dev=responsibility ino=5963 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 24 02:00:24 email-19.carr.info kernel: [54822] audit(7657230422.667:4): avc:  denied  { append } for  pid=4045 comm="bit" name="model" dev=statement ino=6686 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 06 10:26:37 desktop-34.wells-bush.com kernel: [65194] audit(3206193567.833:6): avc:  denied  { append } for  pid=6794 comm="return" name="forward" dev=must ino=3790 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 29 16:48:23 desktop-27.taylor.com kernel: [47873] audit(9956451404.894:7): avc:  denied  { append } for  pid=689 comm="more" name="rather" dev=rule ino=2681 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 26 23:06:05 email-58.christian.com kernel: [68919] audit(4627590106.448:3): avc:  denied  { append } for  pid=9669 comm="girl" name="eye" dev=something ino=9458 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 05 02:53:21 db-75.white.com kernel: [82840] audit(6695178369.964:4): avc:  denied  { append } for  pid=3842 comm="into" name="Mr" dev=quickly ino=9291 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 08 08:33:16 desktop-52.king-waters.com kernel: [13375] audit(6502643114.173:9): avc:  denied  { append } for  pid=388 comm="letter" name="stand" dev=girl ino=4797 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 05 04:41:26 laptop-46.rubio-knapp.biz kernel: [62909] audit(5114606291.367:6): avc:  denied  { append } for  pid=2531 comm="worker" name="soon" dev=still ino=6206 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 14 01:14:27 db-96.french.info kernel: [22290] audit(8959937409.761:7): avc:  denied  { append } for  pid=8234 comm="dream" name="nothing" dev=business ino=9252 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 03 05:30:14 db-31.douglas-rodriguez.com kernel: [13019] audit(2499986683.225:8): avc:  denied  { append } for  pid=3375 comm="other" name="couple" dev=produce ino=6500 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 05 15:19:57 desktop-09.frye.org kernel: [10657] audit(7766341716.354:8): avc:  denied  { append } for  pid=1864 comm="sing" name="really" dev=civil ino=5353 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 11 01:14:52 email-45.conley-moore.com kernel: [51054] audit(1017794262.257:6): avc:  denied  { append } for  pid=2801 comm="six" name="day" dev=less ino=29 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 26 01:01:19 web-21.mathis-smith.org kernel: [96528] audit(3860636491.452:9): avc:  denied  { append } for  pid=7513 comm="job" name="again" dev=even ino=1311 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 30 22:40:14 lt-77.ramirez-jimenez.net kernel: [11298] audit(4330647349.548:6): avc:  denied  { append } for  pid=7085 comm="coach" name="hit" dev=score ino=7370 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 26 18:40:06 db-24.franklin.com kernel: [22430] audit(6300676074.174:7): avc:  denied  { append } for  pid=1044 comm="line" name="international" dev=key ino=4496 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 29 08:13:36 laptop-61.tucker-reese.biz kernel: [37139] audit(7532011476.254:6): avc:  denied  { append } for  pid=9609 comm="everything" name="probably" dev=about ino=6974 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 28 07:01:51 laptop-23.morales.com kernel: [42475] audit(5109605265.795:7): avc:  denied  { append } for  pid=3239 comm="treatment" name="kind" dev=despite ino=3889 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 08 03:50:32 srv-44.evans-rivas.net kernel: [74702] audit(2011188775.777:4): avc:  denied  { append } for  pid=8679 comm="number" name="he" dev=focus ino=9623 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 25 23:55:57 lt-22.best.com kernel: [69287] audit(8964054228.125:4): avc:  denied  { append } for  pid=7303 comm="blood" name="whether" dev=he ino=7767 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 14 00:32:53 email-60.hinton-anderson.com kernel: [19171] audit(8927995891.527:3): avc:  denied  { append } for  pid=3258 comm="various" name="community" dev=attorney ino=1245 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 29 13:28:01 web-87.price.com kernel: [11323] audit(9271322099.102:7): avc:  denied  { append } for  pid=543 comm="buy" name="send" dev=anything ino=7390 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 14 16:57:00 laptop-14.curry-hernandez.com kernel: [38146] audit(9590845126.299:9): avc:  denied  { append } for  pid=6239 comm="face" name="involve" dev=scene ino=6866 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 22 12:57:29 desktop-54.martin-king.biz kernel: [19458] audit(8973097621.578:0): avc:  denied  { append } for  pid=440 comm="particularly" name="adult" dev=medical ino=5856 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 25 13:03:01 web-87.robinson.com kernel: [28620] audit(9910363178.636:7): avc:  denied  { append } for  pid=96 comm="oil" name="experience" dev=before ino=6252 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 15 22:28:03 srv-42.khan.com kernel: [72476] audit(8714532334.664:0): avc:  denied  { append } for  pid=6154 comm="agent" name="other" dev=before ino=6361 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 06 04:58:21 laptop-59.mitchell-torres.com kernel: [96400] audit(8729191749.210:2): avc:  denied  { append } for  pid=815 comm="result" name="compare" dev=step ino=1478 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 17 01:23:58 laptop-34.garcia-brown.org kernel: [80573] audit(4681387617.708:4): avc:  denied  { append } for  pid=3860 comm="wife" name="left" dev=main ino=6017 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 27 17:06:39 lt-68.quinn-caldwell.biz kernel: [89759] audit(6810417915.461:3): avc:  denied  { append } for  pid=9550 comm="music" name="after" dev=become ino=5130 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 20 19:35:46 lt-32.white-wood.com kernel: [55207] audit(0081383394.835:8): avc:  denied  { append } for  pid=1303 comm="necessary" name="south" dev=argue ino=281 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 24 05:58:49 web-92.moore-mccoy.biz kernel: [60802] audit(2460337838.544:6): avc:  denied  { append } for  pid=572 comm="quality" name="home" dev=player ino=8476 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 18 04:24:51 web-92.brown.com kernel: [30850] audit(5388340155.734:3): avc:  denied  { append } for  pid=3014 comm="rise" name="hope" dev=paper ino=9399 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 27 09:47:42 web-30.larson.org kernel: [77435] audit(3138688075.736:3): avc:  denied  { append } for  pid=7755 comm="art" name="far" dev=young ino=3839 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 19 18:26:07 lt-56.thomas-taylor.com kernel: [76648] audit(9053326834.158:2): avc:  denied  { append } for  pid=7867 comm="throughout" name="car" dev=knowledge ino=8499 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 11 14:29:41 laptop-73.duncan.com kernel: [40940] audit(0876663057.872:0): avc:  denied  { append } for  pid=371 comm="business" name="policy" dev=body ino=6511 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 26 15:10:53 web-01.cervantes-orr.com kernel: [85265] audit(2801425148.334:0): avc:  denied  { append } for  pid=488 comm="reveal" name="who" dev=director ino=3975 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 03 14:08:10 email-52.rollins.com kernel: [98240] audit(1849291346.307:0): avc:  denied  { append } for  pid=1385 comm="when" name="blue" dev=two ino=5073 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 14 08:41:37 web-64.curry.com kernel: [98276] audit(2666331201.539:1): avc:  denied  { append } for  pid=3164 comm="worker" name="camera" dev=professor ino=2482 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 20 21:47:59 srv-65.carter-reilly.com kernel: [63923] audit(9926766335.540:7): avc:  denied  { append } for  pid=7302 comm="agency" name="million" dev=it ino=9345 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 24 23:26:41 desktop-11.jones.com kernel: [50056] audit(3286294302.958:1): avc:  denied  { append } for  pid=8498 comm="his" name="like" dev=among ino=6452 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 07 21:13:40 email-04.figueroa.com kernel: [13883] audit(2135827810.612:0): avc:  denied  { append } for  pid=2009 comm="fish" name="of" dev=military ino=2495 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 24 00:48:03 desktop-23.banks.net kernel: [55153] audit(2492883191.586:6): avc:  denied  { append } for  pid=8358 comm="guess" name="brother" dev=east ino=9860 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 14 01:09:17 web-88.long.com kernel: [44916] audit(0812886609.101:4): avc:  denied  { append } for  pid=8743 comm="half" name="strong" dev=the ino=9674 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 27 10:41:37 db-40.hunt.com kernel: [83546] audit(5598032306.761:4): avc:  denied  { append } for  pid=5942 comm="yard" name="big" dev=join ino=8092 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 10 06:40:25 lt-37.gomez.com kernel: [47963] audit(0161198049.067:1): avc:  denied  { append } for  pid=2950 comm="war" name="population" dev=cost ino=8835 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 29 21:27:10 desktop-86.guzman.biz kernel: [37485] audit(9360205387.534:7): avc:  denied  { append } for  pid=6074 comm="finish" name="learn" dev=wife ino=3457 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 25 16:55:08 srv-67.cardenas.biz kernel: [52934] audit(6444171780.137:8): avc:  denied  { append } for  pid=9679 comm="TV" name="run" dev=lot ino=685 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 20 21:18:21 laptop-39.hill.net kernel: [42093] audit(6595933152.873:8): avc:  denied  { append } for  pid=837 comm="way" name="company" dev=course ino=2522 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 20 05:53:13 lt-97.mills.com kernel: [71974] audit(3096444159.064:7): avc:  denied  { append } for  pid=773 comm="capital" name="name" dev=serve ino=7084 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 20 01:15:46 web-85.kemp-stuart.com kernel: [49633] audit(1704277673.404:0): avc:  denied  { append } for  pid=5249 comm="community" name="family" dev=employee ino=7905 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 19 20:43:45 db-61.morris.org kernel: [24172] audit(7584210747.481:7): avc:  denied  { append } for  pid=3088 comm="half" name="describe" dev=improve ino=6342 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 06 18:57:30 lt-98.white.info kernel: [93323] audit(4197491896.312:0): avc:  denied  { append } for  pid=9893 comm="another" name="appear" dev=court ino=1157 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 31 06:38:21 email-99.carpenter.com kernel: [56945] audit(3722841176.863:0): avc:  denied  { append } for  pid=5758 comm="direction" name="play" dev=war ino=2265 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 22 13:37:43 laptop-70.patterson.com kernel: [69461] audit(0272784711.642:5): avc:  denied  { append } for  pid=7750 comm="actually" name="paper" dev=want ino=9819 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 02 09:03:46 desktop-15.maldonado.info kernel: [89762] audit(2467260387.576:6): avc:  denied  { append } for  pid=6940 comm="entire" name="garden" dev=spring ino=9397 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 06 00:55:43 email-50.eaton.com kernel: [26009] audit(1933689271.888:1): avc:  denied  { append } for  pid=5489 comm="hair" name="available" dev=value ino=7029 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 22 02:22:57 db-44.daniel-savage.net kernel: [66563] audit(5353075925.440:5): avc:  denied  { append } for  pid=357 comm="around" name="opportunity" dev=author ino=9243 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 27 03:36:23 laptop-29.boone.com kernel: [80799] audit(2245574564.972:7): avc:  denied  { append } for  pid=969 comm="most" name="behavior" dev=start ino=2466 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 07 08:39:42 desktop-77.bean.com kernel: [85367] audit(5550363348.623:1): avc:  denied  { append } for  pid=8297 comm="few" name="guy" dev=put ino=5238 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 19 21:37:17 lt-62.watson.com kernel: [84707] audit(9564897538.933:6): avc:  denied  { append } for  pid=7029 comm="hard" name="process" dev=president ino=3889 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 27 03:05:48 lt-60.lee.info kernel: [49129] audit(9832417259.608:8): avc:  denied  { append } for  pid=2180 comm="bring" name="three" dev=across ino=4452 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 23 17:06:15 srv-10.oliver-terry.com kernel: [13735] audit(7060293422.610:6): avc:  denied  { append } for  pid=3159 comm="beautiful" name="final" dev=firm ino=9978 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 14 04:10:56 web-34.spears-ward.com kernel: [44116] audit(1712929533.582:1): avc:  denied  { append } for  pid=8125 comm="trip" name="into" dev=do ino=9171 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 24 08:09:03 srv-59.gordon.com kernel: [14840] audit(7309978768.648:8): avc:  denied  { append } for  pid=4819 comm="main" name="international" dev=place ino=6170 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 29 06:12:04 laptop-21.rice-nguyen.com kernel: [37206] audit(9282864392.338:1): avc:  denied  { append } for  pid=2190 comm="buy" name="choice" dev=difficult ino=9949 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 27 13:17:28 laptop-92.bailey.info kernel: [81184] audit(7058094692.664:0): avc:  denied  { append } for  pid=5308 comm="enjoy" name="vote" dev=age ino=3464 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 22 20:25:19 laptop-80.white.com kernel: [79537] audit(0693792123.180:4): avc:  denied  { append } for  pid=8941 comm="protect" name="time" dev=girl ino=5437 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 28 00:21:32 web-44.krueger-dixon.com kernel: [21451] audit(5856315090.456:0): avc:  denied  { append } for  pid=9493 comm="turn" name="reason" dev=with ino=5043 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 18 22:26:26 srv-99.miller-mathis.com kernel: [32396] audit(3367142953.403:4): avc:  denied  { append } for  pid=651 comm="money" name="attorney" dev=energy ino=3108 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 26 19:06:37 db-70.allen.biz kernel: [64562] audit(4964497247.156:7): avc:  denied  { append } for  pid=9850 comm="protect" name="push" dev=to ino=9443 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 29 01:29:34 web-67.fuller.com kernel: [42186] audit(1182328352.709:5): avc:  denied  { append } for  pid=2755 comm="participant" name="charge" dev=response ino=6697 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 01 14:03:29 db-10.barber.com kernel: [51260] audit(2036309811.251:5): avc:  denied  { append } for  pid=229 comm="production" name="computer" dev=indeed ino=598 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 21 19:28:06 srv-18.murphy.com kernel: [67244] audit(3276610033.404:0): avc:  denied  { append } for  pid=1526 comm="a" name="dinner" dev=focus ino=1407 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 13 02:05:40 email-26.cantrell-todd.com kernel: [43574] audit(8278650331.136:8): avc:  denied  { append } for  pid=3172 comm="white" name="past" dev=represent ino=1803 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 27 01:07:18 db-50.reed.com kernel: [14864] audit(5676848949.553:4): avc:  denied  { append } for  pid=3692 comm="possible" name="lose" dev=condition ino=3839 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 15 02:33:08 desktop-19.price.info kernel: [18479] audit(1638607708.419:9): avc:  denied  { append } for  pid=8840 comm="area" name="newspaper" dev=crime ino=4513 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 26 15:21:45 lt-49.hopkins.com kernel: [29317] audit(1449146385.337:5): avc:  denied  { append } for  pid=7729 comm="account" name="set" dev=window ino=9703 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 31 00:53:42 laptop-36.white.com kernel: [62645] audit(8272711066.470:0): avc:  denied  { append } for  pid=9315 comm="value" name="talk" dev=very ino=7961 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 27 08:57:32 lt-80.barrett.info kernel: [76617] audit(5737900937.771:2): avc:  denied  { append } for  pid=9575 comm="much" name="clearly" dev=spend ino=9592 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 10 12:29:32 lt-84.thomas.com kernel: [27361] audit(9553284987.940:6): avc:  denied  { append } for  pid=9575 comm="visit" name="sometimes" dev=fly ino=4407 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 24 02:58:38 srv-09.guzman.org kernel: [62793] audit(5061865912.892:1): avc:  denied  { append } for  pid=5886 comm="attention" name="key" dev=may ino=9521 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 10 21:38:03 lt-15.anderson.com kernel: [88724] audit(0738634106.868:4): avc:  denied  { append } for  pid=602 comm="benefit" name="message" dev=nice ino=7291 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 21 02:20:19 lt-95.ortiz-jones.com kernel: [79696] audit(1775594149.809:4): avc:  denied  { append } for  pid=7583 comm="end" name="last" dev=development ino=7590 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 27 08:08:36 lt-64.bailey.com kernel: [14127] audit(1785852819.403:6): avc:  denied  { append } for  pid=7237 comm="arm" name="major" dev=eat ino=9012 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 10 19:01:24 laptop-53.cook.org kernel: [70873] audit(2778833612.180:8): avc:  denied  { append } for  pid=1169 comm="home" name="likely" dev=interview ino=8123 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 09 20:33:24 db-41.holloway.net kernel: [95111] audit(9383745857.017:1): avc:  denied  { append } for  pid=9603 comm="glass" name="turn" dev=election ino=8388 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 21 13:34:50 web-94.jackson-brown.com kernel: [15385] audit(6282027003.156:4): avc:  denied  { append } for  pid=6524 comm="their" name="born" dev=energy ino=530 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 11 19:52:35 db-38.owens.com kernel: [71294] audit(4507910511.098:8): avc:  denied  { append } for  pid=1903 comm="plant" name="nature" dev=material ino=9266 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 15 11:19:06 db-80.jones-alexander.biz kernel: [67608] audit(3445497412.153:7): avc:  denied  { append } for  pid=3211 comm="modern" name="practice" dev=region ino=6140 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 29 03:59:37 desktop-07.young.com kernel: [54488] audit(1374776665.223:6): avc:  denied  { append } for  pid=8376 comm="big" name="measure" dev=tough ino=9149 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 09 01:35:07 desktop-76.lopez-brown.biz kernel: [35517] audit(6524756445.140:8): avc:  denied  { append } for  pid=9715 comm="form" name="live" dev=news ino=3930 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 15 06:10:34 desktop-11.daniel.com kernel: [49474] audit(9342076404.640:1): avc:  denied  { append } for  pid=7751 comm="third" name="behavior" dev=think ino=8337 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 14 11:28:20 lt-31.booth.biz kernel: [99409] audit(1152208045.506:0): avc:  denied  { append } for  pid=9292 comm="artist" name="program" dev=chance ino=5798 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 25 07:24:00 srv-23.perkins.com kernel: [48508] audit(7496133749.093:1): avc:  denied  { append } for  pid=3369 comm="much" name="sometimes" dev=loss ino=7086 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 15 04:35:29 laptop-59.mcgee.info kernel: [89421] audit(3949727759.057:5): avc:  denied  { append } for  pid=5137 comm="past" name="important" dev=degree ino=7416 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 16 07:19:20 web-38.smith.net kernel: [42604] audit(9245980918.937:4): avc:  denied  { append } for  pid=2161 comm="usually" name="quite" dev=investment ino=9069 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 30 11:34:14 desktop-75.davis.info kernel: [68792] audit(6868644963.522:8): avc:  denied  { append } for  pid=5100 comm="church" name="purpose" dev=suggest ino=8122 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jul 12 05:46:14 srv-10.mccarthy-richard.com kernel: [70206] audit(5307006345.589:8): avc:  denied  { append } for  pid=5981 comm="professor" name="of" dev=last ino=6304 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 07 11:02:36 lt-74.harris-smith.org kernel: [18086] audit(9630098014.611:5): avc:  denied  { append } for  pid=9181 comm="green" name="benefit" dev=than ino=5121 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 12 02:08:20 lt-52.pruitt.org kernel: [62905] audit(4860519941.845:5): avc:  denied  { append } for  pid=1467 comm="bar" name="community" dev=care ino=6310 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 15 21:47:39 desktop-08.guerrero.info kernel: [28160] audit(9456528578.190:2): avc:  denied  { append } for  pid=6226 comm="medical" name="role" dev=teach ino=8764 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
